Region,Property_Type,Average_Price,Sales_Volume,Year,Mortgage_Rate,Deposit_Percent,Energy_Rating,New_Build,Buyer_Type,Affordability_Index,Monthly_Mortgage_cost,Total Interest Paid,25-Year total cost,Loan Amount,Investment_Score,,,Investment_Score_1
East of England,Flat,320000,740,2023,6,10,C,No,First Timer,432.43,"£1,855.59","£268,676.41","£556,676.41",288000,296.6006938,,2,296.6077083
London,Detached,870000,2000,2024,5.1,20,A,Yes,Investor,435.00,"£4,109.40","£536,820.08","£1,232,820.08",696000,801.2006897,,4,801.2076628
Yorkshire,Semi Detached,330000,740,2024,5.5,12,C,No,Upsizer,445.95,"£1,783.31","£244,593.02","£534,993.02",290400,296.6006727,,2,296.6074747
North West,Semi Detached,330000,740,2024,5.5,12,C,No,Upsizer,445.95,"£1,783.31","£244,593.02","£534,993.02",290400,296.6006727,,2,296.6074747
London,Detached,890000,1950,2024,5,20,A,Yes,Investor,456.41,"£4,162.28","£536,684.33","£1,248,684.33",712000,781.2006573,,4,781.2073034
Yorkshire,Terraced,275000,600,2024,5.5,10,D,No,First Timer,458.33,"£1,519.87","£208,459.96","£455,959.96",247500,240.3006545,,1,240.3072727
London,Detached,850000,1850,2024,5.1,20,A,Yes,Investor,459.46,"£4,014.93","£524,479.39","£1,204,479.39",680000,741.2006529,,4,741.2072549
London,Detached,880000,1900,2024,5,20,A,Yes,Investor,463.16,"£4,115.51","£530,654.17","£1,234,654.17",704000,761.2006477,,4,761.207197
London,Detached,840000,1800,2024,5.1,20,A,Yes,Investor,466.67,"£3,967.70","£518,309.04","£1,190,309.04",672000,721.2006429,,4,721.2071429
London,Detached,870000,1850,2023,6,20,A,Yes,Investor,470.27,"£4,484.34","£649,301.33","£1,345,301.33",696000,741.2006379,,4,741.2070881
London,Detached,860000,1820,2024,5,20,A,Yes,Investor,472.53,"£4,021.98","£518,593.85","£1,206,593.85",688000,729.2006349,,4,729.2070543
London,Detached,830000,1750,2024,5.1,20,A,Yes,Investor,474.29,"£3,920.46","£512,138.69","£1,176,138.69",664000,701.2006325,,4,701.2070281
London,Detached,845000,1780,2024,5,20,A,Yes,Investor,474.72,"£3,951.83","£509,548.60","£1,185,548.60",676000,713.200632,,4,713.2070217
South West,Semi Detached,380000,800,2024,5.2,15,B,No,Upsizer,475.00,"£1,926.05","£254,816.17","£577,816.17",323000,320.9006316,,3,320.9070175
London,Detached,840000,1750,2024,5,20,A,Yes,Investor,480.00,"£3,928.45","£506,533.52","£1,178,533.52",672000,701.200625,,4,701.2069444
London,Detached,820000,1700,2024,5.1,20,A,Yes,Investor,482.35,"£3,873.23","£505,968.35","£1,161,968.35",656000,681.200622,,4,681.2069106
London,Detached,830000,1720,2023,6,20,A,Yes,Investor,482.56,"£4,278.16","£619,448.39","£1,283,448.39",664000,689.2006217,,4,689.2069076
London,Detached,825000,1700,2024,5,20,A,Yes,Investor,485.29,"£3,858.29","£497,488.28","£1,157,488.28",660000,681.2006182,,4,681.2068687
West Midlands,Semi Detached,360000,740,2024,5.3,18,B,No,Upsizer,486.49,"£1,777.70","£238,109.38","£533,309.38",295200,296.9006167,,3,296.9068519
South West,Terraced,360000,740,2024,5.3,10,C,No,First Timer,486.49,"£1,951.13","£261,339.56","£585,339.56",324000,296.6006167,,2,296.6068519
East Midlands,Semi Detached,360000,740,2024,5.4,14,C,No,Upsizer,486.49,"£1,882.77","£255,231.07","£564,831.07",309600,296.6006167,,2,296.6068519
London,Detached,820000,1680,2023,6.1,20,A,Yes,Investor,488.10,"£4,266.81","£624,042.33","£1,280,042.33",656000,673.2006146,,4,673.2068293
London,Detached,810000,1650,2024,5.1,20,A,Yes,Investor,490.91,"£3,825.99","£499,798.00","£1,147,798.00",648000,661.2006111,,4,661.2067901
London,Detached,815000,1650,2024,5,20,A,Yes,Investor,493.94,"£3,811.53","£491,458.12","£1,143,458.12",652000,661.2006074,,4,661.2067485
London,Detached,810000,1620,2023,6,20,A,Yes,Investor,500.00,"£4,175.07","£604,521.92","£1,252,521.92",648000,649.2006,,4,649.2066667
London,Detached,825000,1650,2024,5,20,A,Yes,Investor,500.00,"£3,858.29","£497,488.28","£1,157,488.28",660000,661.2006,,4,661.2066667
London,Detached,840000,1680,2023,6.1,20,A,Yes,Investor,500.00,"£4,370.88","£639,262.87","£1,311,262.87",672000,673.2006,,4,673.2066667
West Midlands,Semi Detached,370000,740,2024,5.3,18,B,No,Upsizer,500.00,"£1,827.08","£244,723.53","£548,123.53",303400,296.9006,,3,296.9066667
South West,Terraced,370000,740,2024,5.3,10,C,No,First Timer,500.00,"£2,005.33","£268,599.00","£601,599.00",333000,296.6006,,2,296.6066667
London,Detached,805000,1600,2024,5,20,A,Yes,Investor,503.13,"£3,764.76","£485,427.96","£1,129,427.96",644000,641.2005963,,4,641.2066253
East of England,Detached,770000,1530,2024,5.1,22,B,Yes,Upsizer,503.27,"£3,546.13","£463,238.71","£1,063,838.71",600600,612.9005961,,3,612.9066234
London,Detached,830000,1620,2023,6,20,A,Yes,Investor,512.35,"£4,278.16","£619,448.39","£1,283,448.39",664000,649.2005855,,4,649.206506
London,Detached,860000,1620,2024,5.1,20,A,Yes,Investor,530.86,"£4,062.17","£530,649.73","£1,218,649.73",688000,649.2005651,,4,649.2062791
South East,Terraced,400000,740,2024,5.4,10,C,No,First Timer,540.54,"£2,189.27","£296,780.31","£656,780.31",360000,296.600555,,2,296.6061667
East Midlands,Semi Detached,400000,740,2024,5.2,15,C,No,Upsizer,540.54,"£2,027.43","£268,227.55","£608,227.55",340000,296.600555,,2,296.6061667
London,Detached,900000,1650,2024,5.1,20,A,Yes,Investor,545.45,"£4,251.10","£555,331.11","£1,275,331.11",720000,661.20055,,4,661.2061111
London,Flat,470000,850,2024,5,12,C,No,First Timer,552.94,"£2,417.86","£311,759.32","£725,359.32",413600,340.6005426,,2,340.6060284
South West,Semi Detached,410000,740,2024,5.2,15,B,No,Upsizer,554.05,"£2,078.11","£274,933.24","£623,433.24",348500,296.9005415,,3,296.9060163
South East,Terraced,410000,740,2024,5.4,10,C,No,First Timer,554.05,"£2,244.00","£304,199.82","£673,199.82",369000,296.6005415,,2,296.6060163
Yorkshire,Detached,420000,740,2024,5.4,20,B,Yes,Upsizer,567.57,"£2,043.32","£276,994.96","£612,994.96",336000,296.9005286,,3,296.905873
South West,Semi Detached,420000,740,2024,5.2,15,B,No,Upsizer,567.57,"£2,128.80","£281,638.93","£638,638.93",357000,296.9005286,,3,296.905873
London,Detached,920000,1620,2024,5.1,20,A,Yes,Investor,567.90,"£4,345.57","£567,671.81","£1,303,671.81",736000,649.2005283,,4,649.2058696
London,Detached,950000,1650,2024,5.1,20,A,Yes,Investor,575.76,"£4,487.28","£586,182.84","£1,346,182.84",760000,661.2005211,,4,661.2057895
Yorkshire,Detached,430000,740,2023,6.2,22,B,Yes,Investor,581.08,"£2,202.18","£325,252.91","£660,652.91",335400,296.9005163,,3,296.9057364
North West,Terraced,265000,450,2024,4.5,10,B,No,First Timer,588.89,"£1,325.66","£159,198.14","£397,698.14",238500,180.9005094,,3,180.9056604
Yorkshire,Terraced,265000,450,2024,5.5,10,D,No,First Timer,588.89,"£1,464.60","£200,879.60","£439,379.60",238500,180.3005094,,1,180.3056604
South East,Semi Detached,440000,740,2023,6.1,15,B,No,Upsizer,594.59,"£2,432.60","£355,780.23","£729,780.23",374000,296.9005045,,3,296.9056061
East of England,Semi Detached,440000,740,2024,5.2,15,B,No,Upsizer,594.59,"£2,230.17","£295,050.30","£669,050.30",374000,296.9005045,,3,296.9056061
Yorkshire,Detached,440000,740,2023,6.2,20,B,Yes,Investor,594.59,"£2,311.17","£341,350.69","£693,350.69",352000,296.9005045,,3,296.9056061
South West,Terraced,300000,500,2024,5.3,10,C,No,First Timer,600.00,"£1,625.94","£217,782.97","£487,782.97",270000,200.6005,,2,200.6055556
East Midlands,Detached,450000,740,2024,5.3,22,B,Yes,Investor,608.11,"£2,113.73","£283,117.86","£634,117.86",351000,296.9004933,,3,296.9054815
East of England,Semi Detached,450000,740,2023,6.1,15,B,No,Upsizer,608.11,"£2,487.89","£363,866.14","£746,366.14",382500,296.9004933,,3,296.9054815
South East,Semi Detached,450000,740,2023,6.1,15,B,No,Upsizer,608.11,"£2,487.89","£363,866.14","£746,366.14",382500,296.9004933,,3,296.9054815
London,Detached,792000,1300,2024,5,20,A,Yes,Investor,609.23,"£3,703.96","£477,588.75","£1,111,188.75",633600,521.2004924,,4,521.2054714
London,Flat,460000,750,2024,5,5,C,No,First Timer,613.33,"£2,554.66","£329,397.54","£766,397.54",437000,300.6004891,,2,300.6054348
London,Detached,795000,1290,2024,5.1,20,A,Yes,Investor,616.28,"£3,755.14","£490,542.48","£1,126,542.48",636000,517.2004868,,4,517.2054088
East of England,Semi Detached,460000,740,2024,5.2,15,B,No,Upsizer,621.62,"£2,331.54","£308,461.68","£699,461.68",391000,296.9004826,,3,296.9053623
East Midlands,Detached,460000,740,2024,5.3,22,B,Yes,Investor,621.62,"£2,160.70","£289,409.37","£648,209.37",358800,296.9004826,,3,296.9053623
London,Detached,788000,1260,2023,6.2,20,A,Yes,Investor,625.40,"£4,139.09","£611,328.06","£1,241,728.06",630400,505.2004797,,4,505.2053299
South East,Semi Detached,480000,740,2024,5.3,15,B,No,Upsizer,648.65,"£2,456.98","£329,094.26","£737,094.26",408000,296.9004625,,3,296.9051389
North West,Terraced,260000,400,2024,5.4,10,D,No,First Timer,650.00,"£1,423.02","£192,907.20","£426,907.20",234000,160.3004615,,1,160.3051282
Yorkshire,Terraced,260000,400,2024,5.5,10,D,No,First Timer,650.00,"£1,436.96","£197,089.42","£431,089.42",234000,160.3004615,,1,160.3051282
London,Detached,785000,1200,2023,6.1,18,B,Yes,Investor,654.17,"£4,186.81","£612,341.53","£1,256,041.53",643700,480.9004586,,3,480.9050955
West Midlands,Detached,490000,740,2024,5.2,22,B,Yes,Investor,662.16,"£2,279.06","£301,519.32","£683,719.32",382200,296.9004531,,3,296.905034
South East,Semi Detached,490000,740,2024,5.3,15,B,No,Upsizer,662.16,"£2,508.17","£335,950.39","£752,450.39",416500,296.9004531,,3,296.905034
London,Flat,500000,740,2023,6,10,C,No,First Timer,675.68,"£2,899.36","£419,806.89","£869,806.89",450000,296.600444,,2,296.6049333
West Midlands,Detached,500000,740,2024,5.2,20,B,Yes,Investor,675.68,"£2,385.21","£315,561.82","£715,561.82",400000,296.900444,,3,296.9049333
London,Flat,520000,740,2023,6,10,C,No,First Timer,702.70,"£3,015.33","£436,599.17","£904,599.17",468000,296.6004269,,2,296.6047436
Yorkshire,Terraced,255000,350,2024,5.5,10,D,No,First Timer,728.57,"£1,409.33","£193,299.24","£422,799.24",229500,140.3004118,,1,140.3045752
London,Terraced,600000,740,2024,5.1,15,B,No,Upsizer,810.81,"£3,011.20","£393,359.54","£903,359.54",510000,296.90037,,3,296.9041111
London,Terraced,600000,740,2023,6.1,15,B,No,Upsizer,810.81,"£3,317.18","£485,154.86","£995,154.86",510000,296.90037,,3,296.9041111
London,Terraced,610000,740,2024,5.1,15,B,No,Upsizer,824.32,"£3,061.39","£399,915.53","£918,415.53",518500,296.9003639,,3,296.9040437
South East,Detached,620000,740,2024,5.3,22,A,Yes,Investor,837.84,"£2,912.24","£390,073.50","£873,673.50",483600,297.2003581,,4,297.2039785
South East,Detached,620000,740,2023,6,22,A,Yes,Investor,837.84,"£3,115.84","£451,152.47","£934,752.47",483600,297.2003581,,4,297.2039785
South East,Detached,630000,740,2024,5.3,22,A,Yes,Investor,851.35,"£2,959.22","£396,365.00","£887,765.00",491400,297.2003524,,4,297.2039153
South East,Flat,315000,350,2024,5.2,12,C,No,First Timer,900.00,"£1,652.95","£218,684.34","£495,884.34",277200,140.6003333,,2,140.6037037
East of England,Detached,700000,740,2024,5.1,22,B,Yes,Upsizer,945.95,"£3,223.75","£421,126.10","£967,126.10",546000,296.9003171,,3,296.9035238
Yorkshire,Terraced,245000,250,2024,5.5,10,D,No,First Timer,980.00,"£1,354.06","£185,718.88","£406,218.88",220500,100.3003061,,1,100.3034014
South East,Detached,590000,600,2024,5.3,22,A,Yes,Investor,983.33,"£2,771.33","£371,198.97","£831,398.97",460200,241.2003051,,4,241.2033898
South West,Detached,500000,450,2024,5.1,20,B,Yes,Investor,1111.11,"£2,361.72","£308,517.29","£708,517.29",400000,180.90027,,3,180.903
West Midlands,Detached,460000,400,2024,5.2,20,B,Yes,Investor,1150.00,"£2,194.39","£290,316.88","£658,316.88",368000,160.9002609,,3,160.9028986
East Midlands,Flat,230000,150,2024,5.4,8,D,No,First Timer,1533.33,"£1,286.80","£174,440.87","£386,040.87",211600,60.30019565,,1,60.30217391
London,Terraced,575000,300,2024,5.1,15,B,No,Upsizer,1916.67,"£2,885.73","£376,969.56","£865,719.56",488750,120.9001565,,3,120.9017391
