Journey_ID,Day_of_Week,Time_of_Day,Transport_Mode,Distance_km,Journey_Duration_mins,Average_Speed,Delay_mins,Weather_Type,Temperature_C,Air_Quality_Index,CO2_Emissions_g,Passenger_Count,Ticket_Price,Satisfaction_Score,Incident_Reported,Late_Arrival,Frequent_Traveller 
1939,Sunday,12:25:00,Train,21.4,48,26.8,1,Clear,22,98,160,160,3.60,9,No,No,Yes
1940,Sunday,12:40:00,Bike,3.9,16,14.6,0,Clear,23,95,0,1,NA,9,No,No,No
1941,Sunday,12:55:00,Walk,1.2,18,4,0,Clear,23,94,0,1,NA,10,No,No,No
1942,Sunday,13:10:00,E-scooter,3.1,14,13.2,1,Clear,24,92,0,1,1.10,8,No,No,No
1943,Sunday,13:25:00,Car,7.4,26,17.1,0,Clear,24,90,420,1,4.20,9,No,No,Yes
1944,Sunday,13:40:00,Bus,10.9,37,17.8,2,Clear,25,88,330,29,2.70,8,No,No,No
1945,Sunday,13:55:00,Train,20.2,45,27,1,Clear,25,86,150,150,3.50,9,No,No,Yes
1946,Sunday,14:10:00,Bike,3.6,15,14.4,0,Clear,26,85,0,1,NA,9,No,No,No
1947,Sunday,14:25:00,Walk,1.1,17,3.8,0,Clear,26,84,0,1,NA,10,No,No,No
1948,Sunday,14:40:00,E-scooter,2.8,13,13,1,Clear,27,82,0,1,1.00,8,No,No,No
1949,Sunday,14:55:00,Car,7,24,17.5,1,Cloudy,27,90,390,1,4.00,8,No,No,Yes
1950,Sunday,15:10:00,Bus,11.3,39,17.3,4,Cloudy,26,95,340,31,2.80,7,No,Yes,No
1951,Sunday,15:25:00,Train,22.1,49,26.9,2,Cloudy,25,100,160,160,3.60,7,No,Yes,Yes
1952,Sunday,15:40:00,Bike,3.8,16,14.3,0,Cloudy,25,98,0,1,NA,8,No,No,No
1953,Sunday,15:55:00,Walk,1,17,3.6,0,Cloudy,24,96,0,1,NA,9,No,No,No
1954,Sunday,16:10:00,E-scooter,3,14,12.9,2,Rain,23,110,0,1,1.10,7,Yes,Yes,No
1955,Sunday,16:25:00,Car,8.2,33,14.9,9,Rain,22,125,430,1,4.30,5,No,Yes,Yes
1956,Sunday,16:40:00,Bus,12.3,51,14.5,16,Rain,21,140,360,35,2.90,4,Yes,Yes,No
1957,Sunday,16:55:00,Train,19.3,44,25.4,4,Rain,20,150,170,170,3.70,6,No,Yes,Yes
1958,Sunday,17:10:00,Bike,3.5,16,12.9,0,Rain,20,148,0,1,NA,7,No,No,No
1959,Sunday,17:25:00,Walk,1.1,19,3.2,0,Rain,19,145,0,1,NA,7,No,No,No
1960,Sunday,17:40:00,E-scooter,2.9,15,11.7,3,Rain,19,142,0,1,1.00,6,Yes,Yes,No
1961,Sunday,17:55:00,Car,7.7,29,16,6,Cloudy,18,130,420,1,4.20,6,No,Yes,Yes
1962,Sunday,18:10:00,Bus,11.7,41,16.3,5,Cloudy,18,125,350,32,2.80,7,No,No,No
1963,Sunday,18:25:00,Train,20.5,46,26,2,Cloudy,17,120,160,160,3.60,8,No,No,Yes
1964,Sunday,18:40:00,Bike,3.9,17,14.1,0,Cloudy,17,118,0,1,NA,8,No,No,No
1965,Sunday,18:55:00,Walk,1.2,18,4,0,Cloudy,17,115,0,1,NA,9,No,No,No
1966,Sunday,19:10:00,E-scooter,3.1,14,13.3,1,Clear,18,110,0,1,1.10,8,No,No,No
1967,Sunday,19:25:00,Car,6.8,23,17.7,0,Clear,18,108,390,1,4.00,9,No,No,Yes
1968,Sunday,19:40:00,Bus,10.7,36,17.8,1,Clear,19,105,330,29,2.70,8,No,No,No
1969,Sunday,19:55:00,Train,19.9,43,27.4,0,Clear,19,102,150,150,3.50,9,No,No,Yes
1970,Sunday,20:10:00,Bike,3.7,16,14.5,0,Clear,18,100,0,1,NA,9,No,No,No
1971,Sunday,20:25:00,Walk,1,17,3.7,0,Clear,18,98,0,1,NA,10,No,No,No
1972,Sunday,20:40:00,E-scooter,2.8,13,13,1,Clear,17,95,0,1,1.00,8,No,No,No
1973,Sunday,20:55:00,Car,7,24,17.5,0,Clear,17,93,410,1,4.10,9,No,No,Yes
1974,Sunday,21:10:00,Bus,10.6,35,17.9,1,Clear,16,90,330,28,2.70,8,No,No,No
1975,Sunday,21:25:00,Train,20.1,44,27.1,0,Clear,16,88,150,150,3.50,9,No,No,Yes
1976,Sunday,21:40:00,Bike,3.8,16,14.3,0,Clear,15,86,0,1,NA,9,No,No,No
1977,Sunday,21:55:00,Walk,1.1,17,3.8,0,Clear,15,85,0,1,NA,10,No,No,No
1978,Sunday,22:10:00,E-scooter,3,14,13.1,1,Clear,14,83,0,1,1.00,8,No,No,No
1979,Sunday,22:25:00,Car,7.2,25,17.3,0,Clear,14,82,410,1,4.10,9,No,No,Yes
1980,Sunday,22:40:00,Bus,10.8,36,17.6,1,Clear,13,80,330,29,2.70,8,No,No,No
1981,Sunday,22:55:00,Train,19.7,43,27.3,0,Clear,13,78,150,150,3.50,9,No,No,Yes
1982,Sunday,23:10:00,Bike,3.6,15,14.4,0,Clear,12,76,0,1,NA,9,No,No,No
1983,Sunday,23:25:00,Walk,1,16,3.7,0,Clear,12,75,0,1,NA,10,No,No,No
1984,Sunday,23:40:00,E-scooter,2.9,13,13,1,Clear,11,73,0,1,1.00,8,No,No,No
1985,Sunday,23:55:00,Car,7,24,17.5,0,Clear,11,72,390,1,4.00,9,No,No,Yes
1986,Monday,00:10:00,Bus,10.9,37,17.8,2,Cloudy,10,70,340,30,2.80,8,No,No,No
1987,Monday,00:25:00,Train,20.4,46,26.7,1,Cloudy,10,68,160,160,3.60,8,No,No,Yes
1988,Monday,00:40:00,Bike,3.7,15,14.6,0,Cloudy,9,66,0,1,NA,9,No,No,No
1989,Monday,00:55:00,Walk,1.2,18,4,0,Cloudy,9,65,0,1,NA,10,No,No,No
1990,Monday,01:10:00,E-scooter,3.1,14,13.2,1,Cloudy,8,63,0,1,1.10,8,No,No,No
1991,Monday,01:25:00,Car,7.3,26,17,0,Clear,8,62,420,1,4.20,9,No,No,Yes
1992,Monday,01:40:00,Bus,11.1,38,17.4,2,Clear,7,60,330,29,2.70,8,No,No,No
1993,Monday,01:55:00,Train,21.3,48,26.8,1,Clear,7,58,160,160,3.60,9,No,No,Yes
1994,Monday,02:10:00,Bike,3.8,16,14.2,0,Clear,6,56,0,1,NA,9,No,No,No
1995,Monday,02:25:00,Walk,1.1,17,3.8,0,Clear,6,55,0,1,NA,10,No,No,No
1996,Monday,02:40:00,E-scooter,2.8,13,12.9,1,Clear,5,53,0,1,1.00,8,No,No,No
1997,Monday,02:55:00,Car,7.1,25,17,0,Clear,5,52,410,1,4.10,9,No,No,Yes
1998,Monday,03:10:00,Bus,10.7,36,17.7,1,Cloudy,5,50,330,29,2.80,7,No,No,No
1999,Monday,03:25:00,Train,20.6,46,26.9,1,Cloudy,4,48,160,160,3.60,8,No,No,Yes
2000,Monday,03:40:00,Bike,3.9,17,14.1,0,Cloudy,4,47,0,1,NA,8,No,No,No
2001,Monday,03:55:00,Walk,1,16,3.6,0,Cloudy,3,46,0,1,NA,9,No,No,No
2002,Monday,04:10:00,E-scooter,3,14,13,1,Cloudy,3,45,0,1,1.10,8,No,No,No
2003,Monday,04:25:00,Car,6.9,24,17.3,0,Clear,3,44,390,1,4.00,9,No,No,Yes
2004,Monday,04:40:00,Bus,10.5,35,17.8,1,Clear,2,42,330,28,2.70,8,No,No,No
2005,Monday,04:55:00,Train,19.9,43,27.4,0,Clear,2,41,150,150,3.50,9,No,No,Yes
2006,Monday,05:10:00,Bike,3.6,15,14.4,0,Clear,2,40,0,1,NA,9,No,No,No
2007,Monday,05:25:00,Walk,1.2,17,4.1,0,Clear,2,39,0,1,NA,10,No,No,No
2008,Monday,05:40:00,E-scooter,2.9,13,12.9,1,Clear,3,40,0,1,1.00,8,No,No,No
2009,Monday,05:55:00,Car,7.4,26,16.8,1,Cloudy,4,45,420,1,4.20,8,No,No,Yes
2010,Monday,06:10:00,Bus,11.2,39,16.9,3,Cloudy,5,55,340,30,2.80,7,No,Yes,No
2011,Monday,06:25:00,Train,22.3,49,26.9,2,Cloudy,6,60,160,160,3.60,7,No,Yes,Yes
2012,Monday,06:40:00,Bike,3.9,16,14.6,0,Cloudy,7,62,0,1,NA,8,No,No,No
2013,Monday,06:55:00,Walk,1.1,18,3.8,0,Cloudy,8,65,0,1,NA,9,No,No,No
2014,Monday,07:10:00,E-scooter,3,14,13,2,Rain,9,75,0,1,1.10,7,Yes,Yes,No
2015,Monday,07:25:00,Car,8.1,32,15,8,Rain,10,90,430,1,4.30,5,No,Yes,Yes
2016,Monday,07:40:00,Bus,12.3,50,14.6,15,Rain,11,110,360,35,2.90,4,Yes,Yes,No
2017,Monday,07:55:00,Train,19.1,45,25.3,4,Rain,12,120,170,170,3.70,6,No,Yes,Yes
2018,Monday,08:10:00,Bike,3.4,16,12.8,0,Rain,12,118,0,1,NA,7,No,No,No
2019,Monday,08:25:00,Walk,1,19,3.1,0,Rain,13,125,0,1,NA,7,No,No,No
2020,Monday,08:40:00,E-scooter,2.9,15,11.6,3,Rain,13,130,0,1,1.00,6,Yes,Yes,No
2021,Monday,08:55:00,Car,7.6,28,16.3,5,Rain,14,135,420,1,4.20,6,No,Yes,Yes
2022,Monday,09:10:00,Bus,11.5,42,16.4,7,Rain,14,140,350,32,2.80,5,Yes,Yes,No
2023,Monday,09:25:00,Train,20.3,47,25.9,3,Rain,15,145,160,160,3.60,6,No,Yes,Yes
2024,Monday,09:40:00,Bike,3.8,17,13.4,0,Rain,15,142,0,1,NA,7,No,No,No
2025,Monday,09:55:00,Walk,1.1,19,3.5,0,Rain,16,140,0,1,NA,7,No,No,No
2026,Monday,10:10:00,E-scooter,3,14,12.9,2,Cloudy,17,130,0,1,1.10,7,No,No,No
2027,Monday,10:25:00,Car,6.9,23,18,1,Cloudy,18,120,390,1,4.00,8,No,No,Yes
2028,Monday,10:40:00,Bus,10.8,35,18.5,2,Cloudy,18,118,330,29,2.70,8,No,No,No
2029,Monday,10:55:00,Train,19.6,43,27.3,1,Cloudy,19,115,150,150,3.50,9,No,No,Yes
2030,Monday,11:10:00,Bike,3.7,16,13.9,0,Clear,20,110,0,1,NA,9,No,No,No
2031,Monday,11:25:00,Walk,1,17,3.6,0,Clear,20,108,0,1,NA,10,No,No,No
2032,Monday,11:40:00,E-scooter,2.9,13,13.4,1,Clear,21,105,0,1,1.00,8,No,No,No
2033,Monday,11:55:00,Car,7.1,25,17,0,Clear,21,102,410,1,4.10,9,No,No,Yes
2034,Monday,12:10:00,Bus,11,38,17.4,3,Clear,22,100,340,30,2.80,8,No,No,No
2035,Monday,12:25:00,Train,21.4,48,26.8,1,Clear,22,98,160,160,3.60,9,No,No,Yes
2036,Monday,12:40:00,Bike,3.9,16,14.6,0,Clear,23,95,0,1,NA,9,No,No,No
2037,Monday,12:55:00,Walk,1.2,18,4,0,Clear,23,94,0,1,NA,10,No,No,No
2038,Monday,13:10:00,E-scooter,3.1,14,13.2,1,Clear,24,92,0,1,1.10,8,No,No,No
2039,Monday,13:25:00,Car,7.4,26,17.1,0,Clear,24,90,420,1,4.20,9,No,No,Yes
2040,Monday,13:40:00,Bus,10.9,37,17.8,2,Clear,25,88,330,29,2.70,8,No,No,No
2041,Monday,13:55:00,Train,20.2,45,27,1,Clear,25,86,150,150,3.50,9,No,No,Yes
2042,Monday,14:10:00,Bike,3.6,15,14.4,0,Clear,26,85,0,1,NA,9,No,No,No
2043,Monday,14:25:00,Walk,1.1,17,3.8,0,Clear,26,84,0,1,NA,10,No,No,No
2044,Monday,14:40:00,E-scooter,2.8,13,13,1,Clear,27,82,0,1,1.00,8,No,No,No
2045,Monday,14:55:00,Car,7,24,17.5,1,Cloudy,27,90,390,1,4.00,8,No,No,Yes
2046,Monday,15:10:00,Bus,11.3,39,17.3,4,Cloudy,26,95,340,31,2.80,7,No,Yes,No
2047,Monday,15:25:00,Train,22.1,49,26.9,2,Cloudy,25,100,160,160,3.60,7,No,Yes,Yes
2048,Monday,15:40:00,Bike,3.8,16,14.3,0,Cloudy,25,98,0,1,NA,8,No,No,No
2049,Monday,15:55:00,Walk,1,17,3.6,0,Cloudy,24,96,0,1,NA,9,No,No,No
2050,Monday,16:10:00,E-scooter,3,14,12.9,2,Rain,23,110,0,1,1.10,7,Yes,Yes,No
2051,Monday,16:25:00,Car,8.2,33,14.9,9,Rain,22,125,430,1,4.30,5,No,Yes,Yes
2052,Monday,16:40:00,Bus,12.3,51,14.5,16,Rain,21,140,360,35,2.90,4,Yes,Yes,No
2053,Monday,16:55:00,Train,19.3,44,25.4,4,Rain,20,150,170,170,3.70,6,No,Yes,Yes
2054,Monday,17:10:00,Bike,3.5,16,12.9,0,Rain,20,148,0,1,NA,7,No,No,No
2055,Monday,17:25:00,Walk,1.1,19,3.2,0,Rain,19,145,0,1,NA,7,No,No,No
2056,Monday,17:40:00,E-scooter,2.9,15,11.7,3,Rain,19,142,0,1,1.00,6,Yes,Yes,No
2057,Monday,17:55:00,Car,7.7,29,16,6,Cloudy,18,130,420,1,4.20,6,No,Yes,Yes
2058,Monday,18:10:00,Bus,11.7,41,16.3,5,Cloudy,18,125,350,32,2.80,7,No,No,No
2059,Monday,18:25:00,Train,20.5,46,26,2,Cloudy,17,120,160,160,3.60,8,No,No,Yes
2060,Monday,18:40:00,Bike,3.9,17,14.1,0,Cloudy,17,118,0,1,NA,8,No,No,No
2061,Monday,18:55:00,Walk,1.2,18,4,0,Cloudy,17,115,0,1,NA,9,No,No,No
2062,Monday,19:10:00,E-scooter,3.1,14,13.3,1,Clear,18,110,0,1,1.10,8,No,No,No
2063,Monday,19:25:00,Car,6.8,23,17.7,0,Clear,18,108,390,1,4.00,9,No,No,Yes
2064,Monday,19:40:00,Bus,10.7,36,17.8,1,Clear,19,105,330,29,2.70,8,No,No,No
2065,Monday,19:55:00,Train,19.9,43,27.4,0,Clear,19,102,150,150,3.50,9,No,No,Yes
2066,Monday,20:10:00,Bike,3.7,16,14.5,0,Clear,18,100,0,1,NA,9,No,No,No
2067,Monday,20:25:00,Walk,1,17,3.7,0,Clear,18,98,0,1,NA,10,No,No,No
2068,Monday,20:40:00,E-scooter,2.8,13,13,1,Clear,17,95,0,1,1.00,8,No,No,No
2069,Monday,20:55:00,Car,7,24,17.5,0,Clear,17,93,410,1,4.10,9,No,No,Yes
2070,Monday,21:10:00,Bus,10.6,35,17.9,1,Clear,16,90,330,28,2.70,8,No,No,No
2071,Monday,21:25:00,Train,20.1,44,27.1,0,Clear,16,88,150,150,3.50,9,No,No,Yes
2072,Monday,21:40:00,Bike,3.8,16,14.3,0,Clear,15,86,0,1,NA,9,No,No,No
2073,Monday,21:55:00,Walk,1.1,17,3.8,0,Clear,15,85,0,1,NA,10,No,No,No
2074,Monday,22:10:00,E-scooter,3,14,13.1,1,Clear,14,83,0,1,1.00,8,No,No,No
2075,Monday,22:25:00,Car,7.2,25,17.3,0,Clear,14,82,410,1,4.10,9,No,No,Yes
2076,Monday,22:40:00,Bus,10.8,36,17.6,1,Clear,13,80,330,29,2.70,8,No,No,No
2077,Monday,22:55:00,Train,19.7,43,27.3,0,Clear,13,78,150,150,3.50,9,No,No,Yes
2078,Monday,23:10:00,Bike,3.6,15,14.4,0,Clear,12,76,0,1,NA,9,No,No,No
2079,Monday,23:25:00,Walk,1,16,3.7,0,Clear,12,75,0,1,NA,10,No,No,No
2080,Monday,23:40:00,E-scooter,2.9,13,13,1,Clear,11,73,0,1,1.00,8,No,No,No
2081,Monday,23:55:00,Car,7,24,17.5,0,Clear,11,72,390,1,4.00,9,No,No,Yes
2082,Tuesday,00:10:00,Bus,10.9,37,17.8,2,Cloudy,10,70,340,30,2.80,8,No,No,No
2083,Tuesday,00:25:00,Train,20.4,46,26.7,1,Cloudy,10,68,160,160,3.60,8,No,No,Yes
2084,Tuesday,00:40:00,Bike,3.7,15,14.6,0,Cloudy,9,66,0,1,NA,9,No,No,No
2085,Tuesday,00:55:00,Walk,1.2,18,4,0,Cloudy,9,65,0,1,NA,10,No,No,No
2086,Tuesday,01:10:00,E-scooter,3.1,14,13.2,1,Cloudy,8,63,0,1,1.10,8,No,No,No
2087,Tuesday,01:25:00,Car,7.3,26,17,0,Clear,8,62,420,1,4.20,9,No,No,Yes
2088,Tuesday,01:40:00,Bus,11.1,38,17.4,2,Clear,7,60,330,29,2.70,8,No,No,No
2089,Tuesday,01:55:00,Train,21.3,48,26.8,1,Clear,7,58,160,160,3.60,9,No,No,Yes
2090,Tuesday,02:10:00,Bike,3.8,16,14.2,0,Clear,6,56,0,1,NA,9,No,No,No
2091,Tuesday,02:25:00,Walk,1.1,17,3.8,0,Clear,6,55,0,1,NA,10,No,No,No
2092,Tuesday,02:40:00,E-scooter,2.8,13,12.9,1,Clear,5,53,0,1,1.00,8,No,No,No
2093,Tuesday,02:55:00,Car,7.1,25,17,0,Clear,5,52,410,1,4.10,9,No,No,Yes
2094,Tuesday,03:10:00,Bus,10.7,36,17.7,1,Cloudy,5,50,330,29,2.80,7,No,No,No
2095,Tuesday,03:25:00,Train,20.6,46,26.9,1,Cloudy,4,48,160,160,3.60,8,No,No,Yes
2096,Tuesday,03:40:00,Bike,3.9,17,14.1,0,Cloudy,4,47,0,1,NA,8,No,No,No
2097,Tuesday,03:55:00,Walk,1,16,3.6,0,Cloudy,3,46,0,1,NA,9,No,No,No
2098,Tuesday,04:10:00,E-scooter,3,14,13,1,Cloudy,3,45,0,1,1.10,8,No,No,No
2099,Tuesday,04:25:00,Car,6.9,24,17.3,0,Clear,3,44,390,1,4.00,9,No,No,Yes
2100,Tuesday,04:40:00,Bus,10.5,35,17.8,1,Clear,2,42,330,28,2.70,8,No,No,No
2101,Tuesday,04:55:00,Train,19.9,43,27.4,0,Clear,2,41,150,150,3.50,9,No,No,Yes
2102,Tuesday,05:10:00,Bike,3.6,15,14.4,0,Clear,2,40,0,1,NA,9,No,No,No
2103,Tuesday,05:25:00,Walk,1.2,17,4.1,0,Clear,2,39,0,1,NA,10,No,No,No
2104,Tuesday,05:40:00,E-scooter,2.9,13,12.9,1,Clear,3,40,0,1,1.00,8,No,No,No
2105,Tuesday,05:55:00,Car,7.4,26,16.8,1,Cloudy,4,45,420,1,4.20,8,No,No,Yes
2106,Tuesday,06:10:00,Bus,11.2,39,16.9,3,Cloudy,5,55,340,30,2.80,7,No,Yes,No
2107,Tuesday,06:25:00,Train,22.3,49,26.9,2,Cloudy,6,60,160,160,3.60,7,No,Yes,Yes
2108,Tuesday,06:40:00,Bike,3.9,16,14.6,0,Cloudy,7,62,0,1,NA,8,No,No,No
2109,Tuesday,06:55:00,Walk,1.1,18,3.8,0,Cloudy,8,65,0,1,NA,9,No,No,No
2110,Tuesday,07:10:00,E-scooter,3,14,13,2,Rain,9,75,0,1,1.10,7,Yes,Yes,No
2111,Tuesday,07:25:00,Car,8.1,32,15,8,Rain,10,90,430,1,4.30,5,No,Yes,Yes
2112,Tuesday,07:40:00,Bus,12.3,50,14.6,15,Rain,11,110,360,35,2.90,4,Yes,Yes,No
2113,Tuesday,07:55:00,Train,19.1,45,25.3,4,Rain,12,120,170,170,3.70,6,No,Yes,Yes
2114,Tuesday,08:10:00,Bike,3.4,16,12.8,0,Rain,12,118,0,1,NA,7,No,No,No
2115,Tuesday,08:25:00,Walk,1,19,3.1,0,Rain,13,125,0,1,NA,7,No,No,No
2116,Tuesday,08:40:00,E-scooter,2.9,15,11.6,3,Rain,13,130,0,1,1.00,6,Yes,Yes,No
2117,Tuesday,08:55:00,Car,7.6,28,16.3,5,Rain,14,135,420,1,4.20,6,No,Yes,Yes
2118,Tuesday,09:10:00,Bus,11.5,42,16.4,7,Rain,14,140,350,32,2.80,5,Yes,Yes,No
2119,Tuesday,09:25:00,Train,20.3,47,25.9,3,Rain,15,145,160,160,3.60,6,No,Yes,Yes
2120,Tuesday,09:40:00,Bike,3.8,17,13.4,0,Rain,15,142,0,1,NA,7,No,No,No
2121,Tuesday,09:55:00,Walk,1.1,19,3.5,0,Rain,16,140,0,1,NA,7,No,No,No
2122,Tuesday,10:10:00,E-scooter,3,14,12.9,2,Cloudy,17,130,0,1,1.10,7,No,No,No
2123,Tuesday,10:25:00,Car,6.9,23,18,1,Cloudy,18,120,390,1,4.00,8,No,No,Yes
2124,Tuesday,10:40:00,Bus,10.8,35,18.5,2,Cloudy,18,118,330,29,2.70,8,No,No,No
2125,Tuesday,10:55:00,Train,19.6,43,27.3,1,Cloudy,19,115,150,150,3.50,9,No,No,Yes
2126,Tuesday,11:10:00,Bike,3.7,16,13.9,0,Clear,20,110,0,1,NA,9,No,No,No
2127,Tuesday,11:25:00,Walk,1,17,3.6,0,Clear,20,108,0,1,NA,10,No,No,No
2128,Tuesday,11:40:00,E-scooter,2.9,13,13.4,1,Clear,21,105,0,1,1.00,8,No,No,No
2129,Tuesday,11:55:00,Car,7.1,25,17,0,Clear,21,102,410,1,4.10,9,No,No,Yes
2130,Tuesday,12:10:00,Bus,11,38,17.4,3,Clear,22,100,340,30,2.80,8,No,No,No
2131,Tuesday,12:25:00,Train,21.4,48,26.8,1,Clear,22,98,160,160,3.60,9,No,No,Yes
2132,Tuesday,12:40:00,Bike,3.9,16,14.6,0,Clear,23,95,0,1,NA,9,No,No,No
2133,Tuesday,12:55:00,Walk,1.2,18,4,0,Clear,23,94,0,1,NA,10,No,No,No
2134,Tuesday,13:10:00,E-scooter,3.1,14,13.2,1,Clear,24,92,0,1,1.10,8,No,No,No
2135,Tuesday,13:25:00,Car,7.4,26,17.1,0,Clear,24,90,420,1,4.20,9,No,No,Yes
2136,Tuesday,13:40:00,Bus,10.9,37,17.8,2,Clear,25,88,330,29,2.70,8,No,No,No
2137,Tuesday,13:55:00,Train,20.2,45,27,1,Clear,25,86,150,150,3.50,9,No,No,Yes
2138,Tuesday,14:10:00,Bike,3.6,15,14.4,0,Clear,26,85,0,1,NA,9,No,No,No
2139,Tuesday,14:25:00,Walk,1.1,17,3.8,0,Clear,26,84,0,1,NA,10,No,No,No
2140,Tuesday,14:40:00,E-scooter,2.8,13,13,1,Clear,27,82,0,1,1.00,8,No,No,No
2141,Tuesday,14:55:00,Car,7,24,17.5,1,Cloudy,27,90,390,1,4.00,8,No,No,Yes
2142,Tuesday,15:10:00,Bus,11.3,39,17.3,4,Cloudy,26,95,340,31,2.80,7,No,Yes,No
2143,Tuesday,15:25:00,Train,22.1,49,26.9,2,Cloudy,25,100,160,160,3.60,7,No,Yes,Yes
2144,Tuesday,15:40:00,Bike,3.8,16,14.3,0,Cloudy,25,98,0,1,NA,8,No,No,No
2145,Tuesday,15:55:00,Walk,1,17,3.6,0,Cloudy,24,96,0,1,NA,9,No,No,No
2146,Tuesday,16:10:00,E-scooter,3,14,12.9,2,Rain,23,110,0,1,1.10,7,Yes,Yes,No
2147,Tuesday,16:25:00,Car,8.2,33,14.9,9,Rain,22,125,430,1,4.30,5,No,Yes,Yes
2148,Tuesday,16:40:00,Bus,12.3,51,14.5,16,Rain,21,140,360,35,2.90,4,Yes,Yes,No
2149,Tuesday,16:55:00,Train,19.3,44,25.4,4,Rain,20,150,170,170,3.70,6,No,Yes,Yes
2150,Tuesday,17:10:00,Bike,3.5,16,12.9,0,Rain,20,148,0,1,NA,7,No,No,No
2151,Tuesday,17:25:00,Walk,1.1,19,3.2,0,Rain,19,145,0,1,NA,7,No,No,No
2152,Tuesday,17:40:00,E-scooter,2.9,15,11.7,3,Rain,19,142,0,1,1.00,6,Yes,Yes,No
2153,Tuesday,17:55:00,Car,7.7,29,16,6,Cloudy,18,130,420,1,4.20,6,No,Yes,Yes
2154,Tuesday,18:10:00,Bus,11.7,41,16.3,5,Cloudy,18,125,350,32,2.80,7,No,No,No
2155,Tuesday,18:25:00,Train,20.5,46,26,2,Cloudy,17,120,160,160,3.60,8,No,No,Yes
2156,Tuesday,18:40:00,Bike,3.9,17,14.1,0,Cloudy,17,118,0,1,NA,8,No,No,No
2157,Tuesday,18:55:00,Walk,1.2,18,4,0,Cloudy,17,115,0,1,NA,9,No,No,No
2158,Tuesday,19:10:00,E-scooter,3.1,14,13.3,1,Clear,18,110,0,1,1.10,8,No,No,No
2159,Tuesday,19:25:00,Car,6.8,23,17.7,0,Clear,18,108,390,1,4.00,9,No,No,Yes
2160,Tuesday,19:40:00,Bus,10.7,36,17.8,1,Clear,19,105,330,29,2.70,8,No,No,No
2161,Tuesday,19:55:00,Train,19.9,43,27.4,0,Clear,19,102,150,150,3.50,9,No,No,Yes
2162,Tuesday,20:10:00,Bike,3.7,16,14.5,0,Clear,18,100,0,1,NA,9,No,No,No
2163,Tuesday,20:25:00,Walk,1,17,3.7,0,Clear,18,98,0,1,NA,10,No,No,No
2164,Tuesday,20:40:00,E-scooter,2.8,13,13,1,Clear,17,95,0,1,1.00,8,No,No,No
2165,Tuesday,20:55:00,Car,7,24,17.5,0,Clear,17,93,410,1,4.10,9,No,No,Yes
2166,Tuesday,21:10:00,Bus,10.6,35,17.9,1,Clear,16,90,330,28,2.70,8,No,No,No
2167,Tuesday,21:25:00,Train,20.1,44,27.1,0,Clear,16,88,150,150,3.50,9,No,No,Yes
2168,Tuesday,21:40:00,Bike,3.8,16,14.3,0,Clear,15,86,0,1,NA,9,No,No,No
2169,Tuesday,21:55:00,Walk,1.1,17,3.8,0,Clear,15,85,0,1,NA,10,No,No,No
2170,Tuesday,22:10:00,E-scooter,3,14,13.1,1,Clear,14,83,0,1,1.00,8,No,No,No
2171,Tuesday,22:25:00,Car,7.2,25,17.3,0,Clear,14,82,410,1,4.10,9,No,No,Yes
2172,Tuesday,22:40:00,Bus,10.8,36,17.6,1,Clear,13,80,330,29,2.70,8,No,No,No
2173,Tuesday,22:55:00,Train,19.7,43,27.3,0,Clear,13,78,150,150,3.50,9,No,No,Yes
2174,Tuesday,23:10:00,Bike,3.6,15,14.4,0,Clear,12,76,0,1,NA,9,No,No,No
2175,Tuesday,23:25:00,Walk,1,16,3.7,0,Clear,12,75,0,1,NA,10,No,No,No
2176,Tuesday,23:40:00,E-scooter,2.9,13,13,1,Clear,11,73,0,1,1.00,8,No,No,No
2177,Tuesday,23:55:00,Car,7,24,17.5,0,Clear,11,72,390,1,4.00,9,No,No,Yes
2178,Wednesday,00:10:00,Bus,10.9,37,17.8,2,Cloudy,10,70,340,30,2.80,8,No,No,No
2179,Wednesday,00:25:00,Train,20.4,46,26.7,1,Cloudy,10,68,160,160,3.60,8,No,No,Yes
2180,Wednesday,00:40:00,Bike,3.7,15,14.6,0,Cloudy,9,66,0,1,NA,9,No,No,No
2181,Wednesday,00:55:00,Walk,1.2,18,4,0,Cloudy,9,65,0,1,NA,10,No,No,No
2182,Wednesday,01:10:00,E-scooter,3.1,14,13.2,1,Cloudy,8,63,0,1,1.10,8,No,No,No
2183,Wednesday,01:25:00,Car,7.3,26,17,0,Clear,8,62,420,1,4.20,9,No,No,Yes
2184,Wednesday,01:40:00,Bus,11.1,38,17.4,2,Clear,7,60,330,29,2.70,8,No,No,No
2185,Wednesday,01:55:00,Train,21.3,48,26.8,1,Clear,7,58,160,160,3.60,9,No,No,Yes
2186,Wednesday,02:10:00,Bike,3.8,16,14.2,0,Clear,6,56,0,1,NA,9,No,No,No
2187,Wednesday,02:25:00,Walk,1.1,17,3.8,0,Clear,6,55,0,1,NA,10,No,No,No
2188,Wednesday,02:40:00,E-scooter,2.8,13,12.9,1,Clear,5,53,0,1,1.00,8,No,No,No
2189,Wednesday,02:55:00,Car,7.1,25,17,0,Clear,5,52,410,1,4.10,9,No,No,Yes
2190,Wednesday,03:10:00,Bus,10.7,36,17.7,1,Cloudy,5,50,330,29,2.80,7,No,No,No
